source_name,type,provider,category,endpoint_url,auth,price_tier,update_freq,granularity,fields_returned,cors,rate_limit,integration_path,cre_use,source_file,source_locator,status_flag,provenance_files,occurrence_count
Frankfurter v2 (ECB-backed),RAW_API,,infrastructure,https://api.frankfurter.dev/v2/rates?base=USD&symbols=ILS,None[^1],Unlimited (rate-limited to prevent abuse; no monthly cap)[^1],Daily business days,,JSON,,,BUILD_RAW_API,"USD/ILS, USD/EUR, USD/GBP tiles | RT vs Delayed: EOD — ECB publishes ~16:00 CET daily[^2] | Commercial Redist.: No — ECB reference data; non-commercial redistribution only[^1]",Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md; RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md@line 19 || RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md@line 20,REVIEW,Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md; RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,2
ExchangeRate-API free,RAW_API,,infrastructure,https://v6.exchangerate-api.com/v6/{KEY}/latest/USD,API key (free signup),"1,500 req/month; base must be USD on free tier[^6]",Daily,,JSON,,,BUILD_RAW_API,"USD/ILS cross-check | English: Y | Cadence: Hourly on free plan | Latency: ~1 hr | License: Free: 1,500 req/month; base must be EUR on free tier[^3]",Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md; RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md@line 21 || RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md@line 23,REVIEW,Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md; RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,2
CBS API — Construction Cost Index (Madad Tashomet HaBniya),RAW_API,,construction_pipeline,https://api.cbs.gov.il/index/data/price?id=120010&format=json,None,,,,JSON/XML,,,BUILD_RAW_API,"CPI YoY % tile | English: Y | Cadence: Monthly, 15th of month ~18:30 | Latency: Minutes after pub | License: CBS open data[^20][^21]",Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md,Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md@line 81 || Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md@line 82 || Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md@line 83 || Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md@line 84,REVIEW,Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md,4
microsoft/GlobalMLBuildingFootprints,RAW_API,,infrastructure,https://github.com/microsoft/GlobalMLBuildingFootprints/,None,Fully free (ODbL)[^105][^106][^107][^108],2026-05-22,Building / Parcel,GeoJSON / Parquet / SHP,,,BUILD_RAW_API,"Building footprint layer; parcel density map | Stars: 1,871 | Language: Python | License: ODbL | One-Line Description: Worldwide building footprints from satellite ML | Production-Readiness: Active",Open-Source GitHub Arsenal for a US CRE Intelligence Terminal.md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,Open-Source GitHub Arsenal for a US CRE Intelligence Terminal.md@line 49 || US CRE Intelligence Terminal  Complete Free Data Source Catalog.md@line 121,REVIEW,Open-Source GitHub Arsenal for a US CRE Intelligence Terminal.md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,2
ERCOT Real-Time LMP (Settlement Points),RAW_API,,demographic,http://mis.nyiso.com/public/,Account for MIS portal,Free,5-minute / hourly,Load zone (8 zones) + hub prices,"CSV/JSON | Specific Fields Returned: Settlement point price ($/MWh), real-time, day-ahead",,,BUILD_RAW_API,"""Texas Spot Price"" tile | Cross-Verifiable With: FERC EQR (for bilateral contracts) | Notes / Gotchas: ERCOT uses zonal (not nodal) pricing; congestion less visible at node level[^21]",Power-Constrained Markets & Data-Center Site Selection  Exhaustive Free Freemium Data Source Map for US CRE Intelligence Terminal.md,Power-Constrained Markets & Data-Center Site Selection  Exhaustive Free Freemium Data Source Map for US CRE Intelligence Terminal.md@line 83 || Power-Constrained Markets & Data-Center Site Selection  Exhaustive Free Freemium Data Source Map for US CRE Intelligence Terminal.md@line 113,REVIEW,Power-Constrained Markets & Data-Center Site Selection  Exhaustive Free Freemium Data Source Map for US CRE Intelligence Terminal.md,2
Good Jobs First — Subsidy Tracker,SCRAPE_TARGET,,economic,https://subsidytracker.goodjobsfirst.org,None,Free,Continuous (program-dependent); quarterly major updates,"State, county, city, recipient company","HTML table + CSV download | Specific Fields: Company, parent, state, program name, subsidy type, $ value, year, jobs promised, jobs verified, clawback flag",,,BUILD_RAW_API,"Subsidy Capture Feed + Megadeal Alert | #: 1 | Cross-Verifiable With: Good Jobs First Tax Break Tracker (#2); state EDC portals (#15) | Notes / Gotchas: No formal REST API; data via web scrape or CSV export. Megadeal threshold raised to $100M in Jan 2024[^2]. Covers >1,000 programs from state/local/federal sources[^3]. FOIA supplement for non-disclosed deals[^4].",Power-Constrained Markets & Data-Center Site Selection  Exhaustive Free Freemium Data Source Map for US CRE Intelligence Terminal.md; US Economic Development Incentives  Free & Freemium Data Source Map.md,Power-Constrained Markets & Data-Center Site Selection  Exhaustive Free Freemium Data Source Map for US CRE Intelligence Terminal.md@line 170 || US Economic Development Incentives  Free & Freemium Data Source Map.md@line 21,REVIEW,Power-Constrained Markets & Data-Center Site Selection  Exhaustive Free Freemium Data Source Map for US CRE Intelligence Terminal.md; US Economic Development Incentives  Free & Freemium Data Source Map.md,2
Yahoo Finance (unofficial) — FX,RAW_API,,infrastructure,https://query1.finance.yahoo.com/v8/finance/chart/ILS=X?interval=1d&range=5d,None (crumb/cookie sometimes required)[^9],"Throttled (no official limit — informal ~2,000 req/day before 429)[^9][^10]",~15 min,,JSON,,,BUILD_RAW_API,USD/ILS live tile (primary unofficial source) | RT vs Delayed: ~15 min delayed[^11] | Commercial Redist.: No — ToS prohibits redistribution[^10],RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md@line 26 || RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md@line 27,REVIEW,RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,2
Stooq free CSV — USD/ILS,RAW_API,,macro_indicator,https://stooq.com/q/d/l/?s={ticker}&i=d,None,"Unofficial, no stated limit; polite use ~100–500/day[^12][^13]",EOD,,CSV,,,BUILD_RAW_API,"Free Limit: No stated limit; informal ~200–500/day[^13] | RT vs Delayed: EOD | US Equity: ✅ | Israeli Equity: Limited | ETF: ✅ | REIT Coverage: ✅ | Notes: Good for S&P 500 (^spx), Nasdaq (^ndq); EOD only",RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md@line 28 || RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md@line 41 || RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md@line 144,REVIEW,RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,3
ATTOM Data,UNKNOWN,,zoning_parcel,https://www.attomdata.com,,$10K+/yr,,,,,,BUILD_RAW_API,"What It Does: Nationwide parcel records, deed history, ownership chain. Foundational source of truth for 155M+ properties. | Key Features: \- Property deed and mortgage records \- Ownership transfer history \- Tax assessment data nationwide \- Pre-foreclosure and default tracking \- Neighborhood-level market trends \- Property characteristics (beds, baths, sqft, lot) \- Natural hazard and environmental risk overlays \- AVM (automated valuation models) \- Bulk data delivery and streaming APIs",Terminal_Master_Tool_Intelligence_Inventory.md; Terminal_Master_Tool_Inventory (2).md; US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md,Terminal_Master_Tool_Intelligence_Inventory.md@line 75 || Terminal_Master_Tool_Inventory (2).md@line 144: 1\. ATTOM Data || US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md@line 150,REVIEW,Terminal_Master_Tool_Intelligence_Inventory.md; Terminal_Master_Tool_Inventory (2).md; US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md,3
First Street Foundation Risk Factor,UNKNOWN,,hazard_environmental,https://firststreet.org,None for web lookup,Property-level lookup = free on website; bulk property-level API = paid; county/ZIP aggregates on Zenodo = free[^52][^53][^54][^55],,Property / ZIP / County,Web UI / CSV (aggregates free; property-level via API),,,BUILD_RAW_API,"What It Does: 30-year flood, fire, wind, heat projections. Property-level climate risk granularity. | Key Features: \- Property-level flood risk (current \+ 30-year projection) \- Wildfire risk scoring \- Wind and hurricane damage probability \- Extreme heat exposure days \- Climate-adjusted insurance cost modeling \- API for programmatic risk scoring",Terminal_Master_Tool_Intelligence_Inventory.md; Terminal_Master_Tool_Inventory (2).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,Terminal_Master_Tool_Intelligence_Inventory.md@line 122 || Terminal_Master_Tool_Inventory (2).md@line 575: 1\. First Street Foundation || US CRE Intelligence Terminal  Complete Free Data Source Catalog.md@line 45,REVIEW,Terminal_Master_Tool_Intelligence_Inventory.md; Terminal_Master_Tool_Inventory (2).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md,3
DC Open Data (ArcGIS / Socrata),DATASET_PORTAL,,housing_re,https://opendata.dc.gov,None for public read,,Real-time (MAR2); periodic (zoning),,"permit_number, permit_type, sub_type, address, ward, issue_date, status, permit_value, square_feet, units",,ArcGIS REST: no limit,BUILD_RAW_API,"DC Pipeline | City: Washington DC | Free?: Free | Notes: DC uses both ArcGIS and DCGIS hub. Search opendata.dc.gov for ""Building Permits"" to get current year dataset. Annual datasets also available. [^64][^65][^66]","US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md","US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md@line 72 || US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md@line 71",REVIEW,"US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md",2
Yardi Matrix — Multifamily Pipeline,RAW_API,,infrastructure,https://www.yardimatrix.com,None for PDFs,"Freemium (monthly summary PDF free; property-level paid ~$4,800/yr+)",Quarterly,National + top 30 MSAs,"PDF (free); JSON via paid API | Fields / What's Free: Under-construction units, completions forecast, starts forecast by MSA, yoy % change",,,BUILD_RAW_API,"RTW Supply Proxy | Cross-Verifiable With: CoStar; JLL | Notes / Gotchas: National office vacancy 18.4% as of Dec 2025 per Yardi Matrix[^5]. Quarterly lag. Useful as structural backdrop, not leading indicator.",US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md,US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md@line 109 || US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md@line 23,REVIEW,US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md,2
Mercatus Center / Furman Center Zoning Reform Tracker,RAW_API,,zoning_parcel,https://www.mercatus.org/,None,Free,"WRLURI: survey-based, 2,600+ communities[^59]",National → Metro/City,"CSV / PDF | Specific Fields Returned: Regulatory stringency index (WRLURI), approval delays, political pressure index, density restrictions index[^60][^61]",,N/A,BUILD_RAW_API,"Entitlement Friction Score Input | Cross-Verifiable With: NZA, Shovels permit data, Terner Center | Notes / Gotchas: WRLURI data is from ~2006 survey — dated but foundational for cross-metro friction benchmarking. Mercatus has newer research through 2024[^62].","US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md","US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md@line 136 || US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md@line 49",REVIEW,"US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md",2
UrbanFootprint (Academic/Trial),RAW_API,,demographic,https://urbanfootprint.com,Paid subscription,Freemium (Academic tier for edu/research; free trial available),Quarterly data releases (Winter 2025 most recent)[^20],National → Parcel / Block / Census Tract,"Web app + API (by arrangement) | Specific Fields Returned: Land use category, parcel dimensions, building type, population, employment, parcel area, transit access score[^21][^22]",,Paid,BUILD_RAW_API,"Land Use Canvas; Site Context Tile | Cross-Verifiable With: Regrid, PLUTO, city GIS | Notes / Gotchas: ""Academic"" launched July 2024 for educators/researchers[^23]. 160M+ parcels nationwide[^21]. No documented public REST endpoint — data accessed through platform. Not suitable for real-time production API.","US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md","US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md@line 137 || US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md@line 19",REVIEW,"US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md",2
ReZone.ai (now Shovels),RAW_API,,construction_pipeline,https://www.shovels.ai,Yes,From $599/mo,Continuous (AI-tracked meetings),65 → 250+ cities nationwide[^30],"JSON / web | Specific Fields Returned: Zoning change decisions, local gov meeting notes, approval timelines, application status",,,BUILD_RAW_API,"Rezoning Activity Feed; Entitlement History | Cross-Verifiable With: Shovels permits, city portals | Notes / Gotchas: Acquired by Shovels Jan 2026[^26]. Originally tracked zoning/land-use changes from city council meetings in 65+ cities. Now integrated into Shovels platform. Code ""ThesisDriven"" for 25% off trial[^30].","US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md","US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md@line 145 || US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md@line 22",REVIEW,"US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md",2
Federal Reserve Beige Book,RSS_FEED,,demographic,https://www.federalreserve.gov/monetarypolicy/publications/beige-book-default.htm,NONE,Free,8x/year (6-week cadence),,"PDF + HTML | Specific Fields Returned: Qualitative CRE commentary per district: office vacancy, multifamily demand, construction pipeline, appraisal values, lending tightening, cap rate mentions[^25]",,,BUILD_RAW_API,"Qualitative text feed / event marker | CRE Relevance: Real estate section contains direct commentary on CRE conditions, rent trends, vacancy, and credit availability in each of the 12 Fed districts[^63][^64] | Indicator: Beige Book | Series ID / Slug: Full text HTML/PDF per district | Cadence & Release Time (ET): 8× per year (~2 weeks before each FOMC), 2:00 PM | Lag from Period-End: ~6 weeks of anecdotal coverage",US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md,US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md@line 30 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 85 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 85,REVIEW,US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md,3
NYC ZoLa (ArcGIS REST),RAW_API,,zoning_parcel,https://zola.planning.nyc.gov,None,Fully free[^101][^102][^103],Monthly,Tax Lot / Parcel,Web UI / GeoJSON / SHP,,,BUILD_RAW_API,"City / County: New York City | Data Available: Zoning districts, overlays, special districts, DCP applications[^67][^68] | Notes: ZoLa does not return FAR/height numeric values directly — must cross-reference NYC Zoning Resolution[^17]","US CRE Intelligence Terminal  Complete Free Data Source Catalog.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md","US CRE Intelligence Terminal  Complete Free Data Source Catalog.md@line 113 || US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md@line 62",REVIEW,"US CRE Intelligence Terminal  Complete Free Data Source Catalog.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md",2
TSA Checkpoint Passenger Throughput,SCRAPE_TARGET,,infrastructure,https://www.tsa.gov/coronavirus/passenger-throughput,None,Free — public domain[^3],Daily (updated next business day ~8am ET),National (no airport breakdown on public page),HTML table (scrape) / data.gov catalog | Specific Fields Available (Free): Daily checkpoint traveler count; same-day prior year comparison (2-year lookback); YoY %,,,BUILD_RAW_API,"Travel Demand Ticker (primary leading indicator) | #: 14 | Cross-Verifiable With: BTS airline passengers, NTTO arrivals | Notes / Gotchas: THE single highest-frequency free hospitality signal. Data published daily by TSA.gov. Use requests+pandas to scrape HTML table (direct pd.read_html returns 403; use requests workaround). data.gov catalog last checked May 2026. GitHub: mikelor/tsathroughput for historical CSV back to 2018. Airport-level data available via FOIA request only.[^39][^40][^41][^42]",US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 12 || US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md@line 30,REVIEW,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md,2
Lodging Econometrics — Global Pipeline Free Summaries,RAW_API,,construction_pipeline,https://lodgingeconometrics.com,None,Free headline; Paid full dataset[^14],Quarterly,National + top-10 US cities by pipeline,HTML press release | Specific Fields Available (Free): US pipeline total by chain scale; under construction; starts in 12 months; early planning; new openings YTD; brand conversions; city leaders,,,BUILD_RAW_API,"Supply Pipeline / 24-Month Forward tile | #: 33 | Cross-Verifiable With: STR supply pipeline (paid), CBRE pipeline | Notes / Gotchas: Q1 2026 US pipeline: 6,020 projects / 705,825 rooms (-5% YoY projects, -3% YoY rooms). Phoenix: most 2026 openings forecast. Dallas: largest pipeline (184 projects). Luxury hits record 102 projects. Press releases are fully detailed at chain-scale level.[^27][^28][^29][^30][^31]",US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 16 || US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md@line 49,REVIEW,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md,2
US Travel Association Weekly Forecast,RAW_API,,infrastructure,https://www.ustravel.org/research,None,FREE (PRESS/PDF),Monthly + occasional weekly,National,PDF/HTML | Specific Fields: Travel intent surveys; spending forecasts; international visitor counts,,,BUILD_RAW_API,Travel Demand Ticker | Cross-Verifiable With: TSA throughput; STR | Notes / Gotchas: Free monthly press releases and reports. Tracks broader travel ecosystem including business travel (office RTW proxy).,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 17 || US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md@line 80,REVIEW,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md,2
BTS TranStats — T-100 Domestic & International Segment,SCRAPE_TARGET,,insurance_climate,https://www.transtats.bts.gov/Tables.asp?QO_VQ=EEE,None,Free — public domain[^18],Monthly (2-month lag),"Airport-to-airport, carrier-level[^16]","CSV download (manual or scripted) | Specific Fields Available (Free): Passengers, freight, mail by carrier/origin/destination/service class; departures performed; available seats; load factor (calculated)",,,BUILD_RAW_API,"Air Demand by MSA tile | #: 15 | Cross-Verifiable With: TSA daily, NTTO I-94, DB1B | Notes / Gotchas: Latest available: February 2026 as of May 2026. T-100 Domestic + International combined available. DB1B (10% ticket sample) available quarterly at transtats.bts.gov/TableInfo.asp?DB_ID=125. No API—download via web form; can be automated with requests POST to download URL.[^43][^44][^45][^46][^47]",US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 18 || US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md@line 31,REVIEW,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md,2
Census MARTS (Advance Monthly Retail Trade Survey),RAW_API,,demographic,https://api.census.gov/data/timeseries/eits/marts?get=cell_value,Census API key (free at api.census.gov/signup),Free — public domain[^25][^23],Monthly (advance ~2 weeks after month-end),National; 13 NAICS retail categories,"JSON API[^31][^32] | Specific Fields: Total retail & food service sales; SA and unadjusted; by NAICS (grocery, clothing, auto, non-store, etc.)",,,BUILD_RAW_API,"Structural Retail Benchmark | Cross-Verifiable With: BofA Institute; FRED RSXFS | Notes / Gotchas: Core benchmark. April 2026 advance: $757.1B total, +0.5% MoM, +4.9% YoY[^33]. FRED mirrors this as series RSXFS (ex-auto/gas). Python: import requests; r = requests.get(""https://api.census.gov/data/timeseries/eits/marts?get=cell_value,data_type_code&time=2025-04&key=KEY"")",US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 39 || US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md@line 57,REVIEW,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md,2
FRED MARTS series,RAW_API,,macro_indicator,https://fred.stlouisfed.org/release?rid=9[^26,Free API key,Free[^26],,National,JSON/CSV (FRED API),,,BUILD_RAW_API,"Trend inflation overlay | CRE Relevance: Broad-based inflation measure combining 100+ variables; leads CPI turns by 1–2 months; critical for Fed path and thus CRE discount rate[^48][^49][^50] | Indicator: NY Fed Underlying Inflation Gauge (UIG) | Series ID / Slug: FRED: UIGFULL (full data set), UIGPRICE (prices-only) | Cadence & Release Time (ET): Monthly: ~mid-month | Lag from Period-End: ~2 weeks",US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 40 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 76 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 76,REVIEW,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md,3
University of Michigan Consumer Sentiment (UMCSENT),RAW_API,,economic,https://www.sca.isr.umich.edu,Summary: None; archive: $600/yr license,Free headline; Paid full archive[^30],Monthly (preliminary ~mid-month; final ~end-month),National; age/income breakdowns[^32],"JSON via FRED; PDF from UMich[^39][^40] | Specific Fields: ICS (Index of Consumer Sentiment), ICC (Current Conditions), ICE (Expectations Index); 1-year inflation expectations; 5-year inflation expectations",,,BUILD_RAW_API,"Sentiment gauge, event marker | CRE Relevance: Consumer confidence directly drives housing, retail spending, and lodging demand; 5Y inflation expectations within report are a rate-risk signal for CRE valuations[^28][^29][^30] | Indicator: University of Michigan Consumer Sentiment | Series ID / Slug: UMCSENT | Cadence & Release Time (ET): Monthly: Preliminary 2nd Friday, Final last Friday, 10:00 AM | Lag from Period-End: ~2/4 weeks",US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 42 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 63 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 63 || US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md@line 67,REVIEW,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md,4
Census Building Permits Survey (BPS) — Multifamily,RAW_API,Census Bureau,demographic,https://www.census.gov/construction/bps/,None,Free — public domain[^71],Monthly preliminary (~12th workday) + revised (~17th),National / region / state / MSA (CBSA)[^70],TXT (fixed-width) + Excel,No,,BUILD_RAW_API,#: 32 | Cadence: Monthly (preliminary D+12; revised D+17)[^71] | Live Tile / Sparkline: Multifamily permits sparkline by MSA,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 68 || compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md@line 347 CATEGORY 5,REVIEW,US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md,2
CDFI CIMS — NMTC Tract Eligibility + QOZ Eligibility,RAW_API,,demographic,https://www.cdfifund.gov/cims,No (web tool); CIMS API credentials for bulk,Free (public federal),Updated to 2016-2020 ACS data (as of Sep 2023)[^18],National → Census Tract,".DBF file (Excel-compatible), interactive map | Specific Fields: Tract GEOID, program eligibility flags (NMTC, CDFI, CMF, BEA), poverty rate, MFI, distress tier[^19]",,,BUILD_RAW_API,"Distress Overlay + Program Eligibility Screener | #: 9 | Cross-Verifiable With: HUD OZ GIS (#5); NMTC Allocatee Awards (#8) | Notes / Gotchas: Download DBF as Excel. Covers NMTC, CDFI Program, Capital Magnet Fund, Bond Guarantee. Address geocoding in CIMS4. Transition to 2016-2020 ACS complete[^20].","US Economic Development Incentives  Free & Freemium Data Source Map.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md","US Economic Development Incentives  Free & Freemium Data Source Map.md@line 36 || US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md@line 32",REVIEW,"US Economic Development Incentives  Free & Freemium Data Source Map.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md",2
